ID,Link,Question Title,Section,Subject,Difficulty,Others' Pace
411370187,/answers/411370187,"Value of b minus d, given means",Problem Solving,Statistics,Medium,1:06
411370193,/answers/411370193,Simplification,Problem Solving,Algebra,Medium,1:58
411370201,/answers/411370201,Q divided by Z,Data Sufficiency,Integer Properties,Medium,1:58
411370215,/answers/411370215,Solve for x - difference of two squares,Problem Solving,Algebra,Medium,1:45
411370254,/answers/411370254,Value of Binomial from Square,Data Sufficiency,Algebra,Medium,1:25
411370268,/answers/411370268,Joan's trip,Problem Solving,Counting,Medium,0:53
411370274,/answers/411370274,Is y an integer,Data Sufficiency,Integer Properties,Medium,1:33
411370286,/answers/411370286,four root six,Problem Solving,Powers and Roots,Medium,1:30
411370295,/answers/411370295,ABCD is a square,Problem Solving,Geometry,Medium,1:58
411370301,/answers/411370301,Buying brooms,Data Sufficiency,Percents and Ratios,Medium,1:41
411370309,/answers/411370309,Ratio 2x to 3y,Problem Solving,Percents and Ratios,Medium,1:09
411370324,/answers/411370324,Angle measurement,Data Sufficiency,Geometry,Medium,1:02
411370328,/answers/411370328,Weights on School Outing,Problem Solving,Statistics,Medium,2:10
411370341,/answers/411370341,Line k in quadrant III,Data Sufficiency,Coordinate Plane,Medium,1:10
411370353,/answers/411370353,Joe's candy store,Problem Solving,Word Problems,Medium,2:46
411370361,/answers/411370361,Range of 4 integers,Data Sufficiency,Statistics,Medium,2:18
411370370,/answers/411370370,Remainder 3,Problem Solving,Integer Properties,Medium,1:46
411370377,/answers/411370377,1/3 of x% of 50,Problem Solving,Percents and Ratios,Easy,1:16
411370385,/answers/411370385,Roots as integers,Data Sufficiency,Powers and Roots,Medium,1:30
411370396,/answers/411370396,Estimating roots,Problem Solving,Powers and Roots,Medium,1:30
411370406,/answers/411370406,Redundant System,Data Sufficiency,Algebra,Hard,1:15
411370420,/answers/411370420,Pumps A and B,Problem Solving,Word Problems,Medium,1:45
411370426,/answers/411370426,Greatest standard deviation - DS,Data Sufficiency,Statistics,Hard,0:56
411370477,/answers/411370477,Several remainders,Problem Solving,Integer Properties,Medium,2:24
411370491,/answers/411370491,Increase Followed by Increase,Problem Solving,Percents and Ratios,Medium,1:18
411370497,/answers/411370497,Median of 4 integers,Data Sufficiency,Statistics,Hard,1:38
411370520,/answers/411370520,Greatest of Three Fractions,Problem Solving,Arithmetic and Fractions,Medium,1:12
411370533,/answers/411370533,Evaluation with exponents,Data Sufficiency,Algebra,Hard,1:45
411370545,/answers/411370545,A camping supply store,Problem Solving,Percents and Ratios,Medium,1:32
411370561,/answers/411370561,Square of Side of Inscribed Triangle,Data Sufficiency,Geometry,Hard,1:38
411370584,/answers/411370584,Fiona’s Birthday Money,Problem Solving,Word Problems,Medium,2:38
411370592,/answers/411370592,Past  Age's of Bob and Ann,Problem Solving,Word Problems,Medium,1:41
411370633,/answers/411370633,Subtraction of Inequalities,Data Sufficiency,Algebra,Hard,1:46
411370642,/answers/411370642,Remainder quadratic 10,Problem Solving,Algebra,Medium,1:39
411370648,/answers/411370648,Area of Similar Triangle,Data Sufficiency,Geometry,Hard,1:48
411370654,/answers/411370654,1000 widgets,Problem Solving,Word Problems,Medium,2:09
411370673,/answers/411370673,Angles in Cartesian Plane,Data Sufficiency,Coordinate Plane,Hard,1:07
411370681,/answers/411370681,If then,Problem Solving,Algebra,Medium,1:38
411370708,/answers/411370708,Driving from a to b,Data Sufficiency,Word Problems,Hard,1:18
411370723,/answers/411370723,k equals m plus n,Problem Solving,Integer Properties,Medium,1:42
411370733,/answers/411370733,Decimeters,Problem Solving,Percents and Ratios,Medium,1:26
411370739,/answers/411370739,is ABC an isolceles triangle,Data Sufficiency,,Hard,2:47
411370748,/answers/411370748,Appleton and Berryville,Problem Solving,Word Problems,Medium,2:41
411370758,/answers/411370758,Value of Fraction with Two Variables,Data Sufficiency,Algebra,Hard,1:58
411370765,/answers/411370765,Quotients and remainders,Problem Solving,Integer Properties,Medium,1:16
411370779,/answers/411370779,Value of rational expression,Data Sufficiency,Powers and Roots,Hard,1:25
411370786,/answers/411370786,Least possible product,Problem Solving,Arithmetic and Fractions,Medium,1:26
411370793,/answers/411370793,Sum of reciprocals,Problem Solving,Word Problems,Medium,1:57
411370807,/answers/411370807,Is ABCD a rectangle,Data Sufficiency,Geometry,Hard,0:56
411370818,/answers/411370818,Two fifths,Problem Solving,Powers and Roots,Medium,1:13
411370820,/answers/411370820,Odd consecutives,Data Sufficiency,Integer Properties,Hard,2:00
411370857,/answers/411370857,Line through generic intercepts,Problem Solving,Coordinate Plane,Medium,0:51
411370863,/answers/411370863,Equivalent ratios,Data Sufficiency,Percents and Ratios,Hard,1:31
411370893,/answers/411370893,Nested triangle,Problem Solving,Geometry,Medium,2:55
411370903,/answers/411370903,Root 81,Problem Solving,Powers and Roots,Medium,1:01
411370986,/answers/411370986,Volume from Face Diagonals,Data Sufficiency,Geometry,Hard,1:43
411370998,/answers/411370998,Geometric Difference of Squares,Data Sufficiency,Geometry,Hard,2:39
411371006,/answers/411371006,Variable Proportion Word Problem,Problem Solving,Word Problems,Medium,1:47
411371050,/answers/411371050,Daycare,Data Sufficiency,Word Problems,Hard,1:29
411371077,/answers/411371077,Determine tax,Problem Solving,Word Problems,Medium,1:55
411371083,/answers/411371083,Dividing by 2 and 8,Data Sufficiency,Integer Properties,Hard,1:32
411371091,/answers/411371091,Two different equations,Problem Solving,Powers and Roots,Medium,1:40
411371100,/answers/411371100,Proportion with radicals,Problem Solving,Powers and Roots,Medium,1:41
411371109,/answers/411371109,Robin's average speed,Data Sufficiency,Word Problems,Hard,1:19
411371113,/answers/411371113,Intersects,Problem Solving,Coordinate Plane,Medium,1:16
411371125,/answers/411371125,xy squares,Data Sufficiency,Algebra,Hard,1:10
411371133,/answers/411371133,Line P has a positive,Problem Solving,Coordinate Plane,Medium,1:41
411371141,/answers/411371141,One Success in N Trials,Data Sufficiency,Probability,Hard,2:16
411371147,/answers/411371147,Frank's Age in k Years,Problem Solving,Word Problems,Hard,1:05
411371162,/answers/411371162,Find equation,Problem Solving,Coordinate Plane,Hard,2:02
411371175,/answers/411371175,Possible isosceles,Data Sufficiency,Geometry,Hard,1:13
411371205,/answers/411371205,Average of W and X,Problem Solving,Statistics,Medium,1:37
411371234,/answers/411371234,Is x divisible by 12,Data Sufficiency,Integer Properties,Hard,1:20
411371238,/answers/411371238,Range of lengths,Problem Solving,Geometry,Hard,1:12
411371246,/answers/411371246,Three-Digit Number Divisible by 3,Data Sufficiency,Integer Properties,Hard,1:32
411371259,/answers/411371259,Two times,Problem Solving,Powers and Roots,Medium,1:17
411371269,/answers/411371269,Cats and dogs,Problem Solving,Statistics,Medium,1:58
411371275,/answers/411371275,Quadratic with Nested Quadratic,Data Sufficiency,Algebra,Hard,2:28
411371279,/answers/411371279,Root of a Quadratic,Problem Solving,Algebra,Medium,1:16
411371324,/answers/411371324,Similar looking,Data Sufficiency,Algebra,Hard,1:28
411371352,/answers/411371352,Making Gray Paint,Problem Solving,Word Problems,Medium,1:30
411371356,/answers/411371356,Squirrel on a wire,Data Sufficiency,Geometry,Hard,1:11
411371366,/answers/411371366,Triangle area,Problem Solving,Coordinate Plane,Medium,2:05
411371380,/answers/411371380,Two Ratios with Tickets,Data Sufficiency,Word Problems,Hard,2:35
411371392,/answers/411371392,Comparisons,Problem Solving,Powers and Roots,Medium,1:25
411371402,/answers/411371402,Find the x-coordinate,Problem Solving,Coordinate Plane,Medium,1:59
411371408,/answers/411371408,Class president***,Data Sufficiency,Arithmetic and Fractions,Hard,1:19
411371436,/answers/411371436,Right Triangle  Algebra,Problem Solving,Geometry,Medium,2:45
411371444,/answers/411371444,Sale prices,Data Sufficiency,Percents and Ratios,Hard,2:02
411371454,/answers/411371454,Variables in roots,Problem Solving,Algebra,Medium,2:30
411371471,/answers/411371471,Magnitude of ratio,Data Sufficiency,Algebra,Hard,1:49
411371518,/answers/411371518,Average with variables,Problem Solving,Statistics,Medium,2:02
411371999,/answers/411371999,Is y prime,Data Sufficiency,Integer Properties,Hard,1:36
411372007,/answers/411372007,25x Plus x Equals y,Problem Solving,Algebra,Medium,2:19
411372018,/answers/411372018,Average is 3x plus 4,Problem Solving,Statistics,Medium,1:34
411372089,/answers/411372089,Integer with Integer Root,Data Sufficiency,Powers and Roots,Hard,1:03
411372136,/answers/411372136,Inequality with Algebraic Fractions,Data Sufficiency,Algebra,Hard,2:12
411372143,/answers/411372143,Value of k,Problem Solving,Coordinate Plane,Medium,1:54
411372177,/answers/411372177,fractional linear system,Problem Solving,Algebra,Medium,3:01
411372185,/answers/411372185,Freshmen and seniors,Data Sufficiency,Algebra,Hard,2:12
411372197,/answers/411372197,Average is 4a plus 16,Problem Solving,Statistics,Medium,1:39
411372206,/answers/411372206,wxy etc,Data Sufficiency,Algebra,Hard,1:40
411372215,/answers/411372215,Y is 80 Percent Greater than X,Problem Solving,Percents and Ratios,Medium,1:49
411372225,/answers/411372225,Bag of marbles,Data Sufficiency,Integer Properties,Hard,2:59
411372233,/answers/411372233,Rationalize explanation,Problem Solving,Powers and Roots,Medium,1:31
411372245,/answers/411372245,Committee with one male,Problem Solving,Counting,Medium,1:16
411372255,/answers/411372255,Red and blue balls,Data Sufficiency,Probability,Hard,2:10
411372276,/answers/411372276,y in terms of x,Problem Solving,Algebra,Medium,1:59
411372288,/answers/411372288,Number from Ratio,Data Sufficiency,Percents and Ratios,Hard,2:00
411372316,/answers/411372316,For every four magazines,Problem Solving,Word Problems,Medium,1:11
411372325,/answers/411372325,Bicycle inventory,Data Sufficiency,Word Problems,Hard,2:30
411372338,/answers/411372338,Area of triangle,Problem Solving,Coordinate Plane,Medium,2:03
411372343,/answers/411372343,Number line with x & y,Problem Solving,Arithmetic and Fractions,Medium,1:08
411372352,/answers/411372352,x minus y,Data Sufficiency,Algebra,Hard,2:13
411372364,/answers/411372364,25 percent of Maltania,Problem Solving,Percents and Ratios,Medium,1:57
411372369,/answers/411372369,Root of Prime Number,Data Sufficiency,Integer Properties,Hard,1:19
411372382,/answers/411372382,Average of a through e and j,Problem Solving,Statistics,Medium,1:54
411372394,/answers/411372394,Two variables,Data Sufficiency,Powers and Roots,Hard,2:03
411372429,/answers/411372429,Rice-based Cereals,Problem Solving,Statistics,Medium,2:24
411372459,/answers/411372459,"Salaries of Rick, Ed, and Jim",Data Sufficiency,Word Problems,Easy,1:40
411372467,/answers/411372467,Committees,Problem Solving,Counting,Medium,1:12
411372493,/answers/411372493,​Cindy invests $10000,Problem Solving,Percents and Ratios,Medium,2:11
411372507,/answers/411372507,Inequality of Higher Roots,Data Sufficiency,Powers and Roots,Hard,2:08
411372535,/answers/411372535,Hex Nuts in a Bin,Problem Solving,Integer Properties,Medium,1:41
411372570,/answers/411372570,Defective light bulbs,Data Sufficiency,Probability,Easy,0:47
411372581,/answers/411372581,Aquarium marbles,Problem Solving,Percents and Ratios,Easy,1:41
411372602,/answers/411372602,Males from Ratio Information,Data Sufficiency,Percents and Ratios,Easy,1:00
411372610,/answers/411372610,Quotient of big products,Problem Solving,Arithmetic and Fractions,Easy,1:49
411372632,/answers/411372632,30-60-90 triangle in circle,Problem Solving,Geometry,Easy,1:19
411372636,/answers/411372636,Jill invested,Data Sufficiency,Percents and Ratios,Easy,1:11
411372647,/answers/411372647,Solve for k,Problem Solving,Algebra,Easy,1:00
411372653,/answers/411372653,Lisa invested,Data Sufficiency,Percents and Ratios,Easy,1:16
411372666,/answers/411372666,91!−90!,Problem Solving,Counting,Medium,2:04
411372679,/answers/411372679,Inequality with Squared Reciprocal,Data Sufficiency,Algebra,Hard,1:58
411372709,/answers/411372709,Planting Seeds,Problem Solving,Word Problems,Medium,2:53
411372734,/answers/411372734,Liquid in a barrel,Problem Solving,Arithmetic and Fractions,Medium,1:53
411372744,/answers/411372744,CDs for Al and Bea,Data Sufficiency,Word Problems,Hard,2:01
411372750,/answers/411372750,Yard length and width,Problem Solving,Percents and Ratios,Medium,1:46
411372764,/answers/411372764,Sum of Same Powers,Data Sufficiency,Powers and Roots,Hard,1:50
411372774,/answers/411372774,Demeter Deals,Problem Solving,Word Problems,Medium,2:51
411372786,/answers/411372786,Is x positive,Data Sufficiency,Algebra,Hard,2:02
411372793,/answers/411372793,Dividing by 198,Problem Solving,Integer Properties,Medium,1:49
411372803,/answers/411372803,Average of x and y,Data Sufficiency,Statistics,Easy,1:16
411372813,/answers/411372813,Arrangement,Problem Solving,Algebra,Medium,2:06
411372844,/answers/411372844,Ellen's Bike Ride,Problem Solving,Word Problems,Medium,3:03
411372853,/answers/411372853,One Success in Nine Trials,Data Sufficiency,Probability,Easy,0:54
411372862,/answers/411372862,Square of Binomial,Problem Solving,Algebra,Medium,1:12
411372872,/answers/411372872,Sign from Powers 2,Data Sufficiency,Powers and Roots,Hard,1:41
411372880,/answers/411372880,Exponents power,Problem Solving,Powers and Roots,Medium,0:48
411372901,/answers/411372901,Average age of men and women,Data Sufficiency,Statistics,Hard,1:50
411372925,/answers/411372925,LCM GCD number pairs,Problem Solving,Integer Properties,Hard,2:04
411372935,/answers/411372935,Area of shaded region,Problem Solving,Geometry,Hard,2:36
411372985,/answers/411372985,Four Distinct Factors,Data Sufficiency,Integer Properties,Hard,1:49
411372990,/answers/411372990,Average of consecutive integers,Problem Solving,Statistics,Hard,2:07
411372996,/answers/411372996,Comparing slopes,Data Sufficiency,Coordinate Plane,Hard,1:43
411373008,/answers/411373008,Value of 2x minus 2y,Problem Solving,Algebra,Hard,1:51
411373019,/answers/411373019,Half Full Concert Hall,Data Sufficiency,Percents and Ratios,Easy,1:14
411373036,/answers/411373036,In Ophiuchus Corporation,Problem Solving,Percents and Ratios,Easy,1:24
411373066,/answers/411373066,Determine the exponent - III,Problem Solving,Powers and Roots,Hard,2:01
411373074,/answers/411373074,"Point (P, Q) is",Data Sufficiency,Coordinate Plane,Hard,1:50
411373089,/answers/411373089,Remainders 13y minus x,Problem Solving,Algebra,Hard,2:39
411373107,/answers/411373107,Circle and triangle,Data Sufficiency,Geometry,Hard,1:29
411373122,/answers/411373122,Pick the greatest,Problem Solving,Algebra,Hard,1:37
411373127,/answers/411373127,Squares and roots,Data Sufficiency,Powers and Roots,Hard,1:14
411373164,/answers/411373164,Remainder is 102,Problem Solving,Integer Properties,Hard,2:04
411373177,/answers/411373177,Is a Factor Prime?,Data Sufficiency,Integer Properties,Hard,1:34
411373185,/answers/411373185,Dividing by 237,Problem Solving,Integer Properties,Hard,2:34
411373237,/answers/411373237,135° Sector Area,Problem Solving,Geometry,Hard,2:51
411373250,/answers/411373250,Is x minus y positive,Data Sufficiency,Algebra,Hard,2:04
411373267,/answers/411373267,Cube surface,Problem Solving,Geometry,Hard,1:24
411373328,/answers/411373328,Compare squares of x and y,Data Sufficiency,Algebra,Hard,1:55
411373336,/answers/411373336,Square coordinates,Problem Solving,Coordinate Plane,Hard,2:22
411373353,/answers/411373353,Volume from Face Areas,Data Sufficiency,Geometry,Hard,1:41
411373380,/answers/411373380,Five plus root seven,Problem Solving,Powers and Roots,Hard,2:02
411373388,/answers/411373388,George get Double Discount,Problem Solving,,Hard,3:05
411373402,/answers/411373402,Judith and Quincy invest,Data Sufficiency,Percents and Ratios,Hard,2:45
411373410,/answers/411373410,1 unit of standard deviation,Problem Solving,Statistics,Hard,1:30
411373433,/answers/411373433,Hidden Diameter,Data Sufficiency,Geometry,Hard,1:25
411373447,/answers/411373447,A company has,Problem Solving,Statistics,Hard,3:34
411373462,/answers/411373462,Ratios Inside Two Circles,Data Sufficiency,,Hard,2:31
411373469,/answers/411373469,Sum of 45 to 155,Problem Solving,Word Problems,Hard,1:38
411373493,/answers/411373493,Possible sum,Problem Solving,Algebra,Hard,2:29
411373525,/answers/411373525,Line Outside of Circle,Data Sufficiency,Coordinate Plane,Easy,1:11
411373540,/answers/411373540,​If A is the,Problem Solving,Percents and Ratios,Hard,1:28
411373557,/answers/411373557,Bert's Loose Change,Data Sufficiency,Probability,Easy,2:07
411373571,/answers/411373571,Finding sum ***,Problem Solving,Arithmetic and Fractions,Hard,2:49
411373602,/answers/411373602,Dimes and quarters,Data Sufficiency,Word Problems,Hard,2:14
411373613,/answers/411373613,"If AB = BD, and AB",Problem Solving,Geometry,Hard,2:42
411373626,/answers/411373626,Is the product even,Data Sufficiency,Integer Properties,Very Hard,1:53
411373634,/answers/411373634,Least positive integer,Problem Solving,Integer Properties,Hard,1:37
411373662,/answers/411373662,Matching socks,Problem Solving,Counting,Hard,1:35
411373674,/answers/411373674,Size of Remainders,Data Sufficiency,Integer Properties,Very Hard,3:01
411373686,/answers/411373686,A circle has,Problem Solving,Geometry,Hard,1:39
411373741,/answers/411373741,Rank three fractions,Problem Solving,Arithmetic and Fractions,Hard,1:36
411373759,/answers/411373759,Exactly Three Factors,Data Sufficiency,Integer Properties,Very Hard,2:22
411373773,/answers/411373773,angle in regular hexagon,Problem Solving,Geometry,Hard,2:39
411373782,/answers/411373782,Test answers,Problem Solving,Counting,Hard,1:04
411373811,/answers/411373811,Angles in a triangle,Data Sufficiency,Geometry,Easy,1:10
411373836,/answers/411373836,Movie Revenue,Problem Solving,Percents and Ratios,Hard,1:13
411373848,/answers/411373848,Passing through a point,Data Sufficiency,Coordinate Plane,Easy,1:35
411373859,/answers/411373859,Triangles in a semicircle,Problem Solving,Geometry,Hard,3:29
411373878,/answers/411373878,Learngood elementary,Data Sufficiency,Probability,Easy,0:34
411373883,/answers/411373883,Target probability,Problem Solving,Probability,Hard,1:31
411373892,/answers/411373892,A or B,Problem Solving,Probability,Hard,1:36
411373900,/answers/411373900,Is n divisible by 4,Data Sufficiency,Integer Properties,Very Hard,1:46
411373938,/answers/411373938,Dimes and nickles,Problem Solving,Word Problems,Hard,3:17
411373947,/answers/411373947,Beth at End of Row,Data Sufficiency,Probability,Easy,1:05
411373965,/answers/411373965,Quadratic with Root,Problem Solving,Powers and Roots,Hard,2:18
411373983,/answers/411373983,Lighthouse Area,Data Sufficiency,Geometry,Easy,1:26
411374007,/answers/411374007,Multiples of 5,Problem Solving,Counting,Hard,1:17
411374041,/answers/411374041,Lots of twos,Problem Solving,Powers and Roots,Hard,1:05
411374069,/answers/411374069,Consecutive Odd Integers,Problem Solving,Integer Properties,Easy,1:37
411374081,/answers/411374081,Ages of Carl and Bea,Data Sufficiency,Word Problems,Easy,1:19
411374107,/answers/411374107,Emptying Pool with Identical Pumps,Problem Solving,Word Problems,Hard,1:59
411374143,/answers/411374143,x raised to a minus b equals 1,Data Sufficiency,Powers and Roots,Very Hard,1:27
411374188,/answers/411374188,4 powers,Problem Solving,Powers and Roots,Hard,0:44
411374203,/answers/411374203,Is quadrilateral ABCD,Data Sufficiency,Geometry,Very Hard,0:55
411374217,/answers/411374217,Percent sales,Problem Solving,Percents and Ratios,Easy,1:11
411374228,/answers/411374228,Sum of Rational Expressions,Problem Solving,Algebra,Easy,1:12
411374239,/answers/411374239,Does k equal 10,Data Sufficiency,Probability,Very Hard,1:39
411374255,/answers/411374255,xy equals 7,Problem Solving,Algebra,Hard,1:55
411374283,/answers/411374283,Suppose A and B,Data Sufficiency,Probability,Very Hard,1:28
411374311,/answers/411374311,Six digit factoring,Problem Solving,Algebra,Hard,2:18
411374324,/answers/411374324,Set K - DS,Data Sufficiency,Integer Properties,Very Hard,1:47
411374339,/answers/411374339,Number of solutions,Problem Solving,Algebra,Hard,1:15
411374349,/answers/411374349,Four Percent Changes,Problem Solving,Percents and Ratios,Hard,3:00
411374357,/answers/411374357,Proportion in Cartesian Plane,Data Sufficiency,Coordinate Plane,Very Hard,2:15
411374372,/answers/411374372,Baseball Fans,Problem Solving,Word Problems,Hard,2:34
411374451,/answers/411374451,Golden Triangle,Data Sufficiency,Geometry,Very Hard,3:12
411374465,/answers/411374465,Powers of 8,Problem Solving,Algebra,Hard,1:49
411374497,/answers/411374497,30-60-90 Triangle with Circle,Data Sufficiency,Geometry,Very Hard,2:46
411374506,/answers/411374506,"Tricky evaluation, rational expression = x",Problem Solving,Algebra,Hard,1:27
411374523,/answers/411374523,Absolute Value Inequalities,Data Sufficiency,Algebra,Very Hard,2:31
411374537,/answers/411374537,4 squares in a square,Problem Solving,Geometry,Hard,2:51
411374546,/answers/411374546,Exponents equation,Problem Solving,Powers and Roots,Hard,2:17
411374559,/answers/411374559,Rolling 1 on a Die,Data Sufficiency,Probability,Very Hard,2:44
411374568,/answers/411374568,Radical Hypotenuse in 30.60.90 Triangle,Problem Solving,Geometry,Hard,1:21
411374580,/answers/411374580,xy divisible by 6,Data Sufficiency,Integer Properties,Very Hard,2:41
411374595,/answers/411374595,Parallel Lines,Problem Solving,Geometry,Hard,2:35
411374601,/answers/411374601,Black socks****,Data Sufficiency,Probability,Very Hard,1:41
411374621,/answers/411374621,Percent with Roots,Problem Solving,Powers and Roots,Hard,1:24
411374629,/answers/411374629,43 to the power of 86,Problem Solving,Powers and Roots,Hard,1:32
411374641,/answers/411374641,Proportion of Four Variables,Data Sufficiency,Arithmetic and Fractions,Very Hard,2:24
411374656,/answers/411374656,18 to the power of 47,Problem Solving,Powers and Roots,Hard,1:26
411374668,/answers/411374668,Triangle and line,Data Sufficiency,Geometry,Very Hard,1:51
411374675,/answers/411374675,4 to the power of 24,Problem Solving,Powers and Roots,Hard,1:05
411374695,/answers/411374695,Set of consecutive odd numbers,Data Sufficiency,Statistics,Very Hard,1:48
411374769,/answers/411374769,Product and sum,Problem Solving,Powers and Roots,Easy,1:29
411374775,/answers/411374775,Simplifying fractions with factorials,Problem Solving,Counting,Easy,1:16
411374803,/answers/411374803,Slope and intercepts,Data Sufficiency,Coordinate Plane,Easy,0:45
411374814,/answers/411374814,Left-handed Researchers,Problem Solving,Percents and Ratios,Easy,1:44
411374847,/answers/411374847,IC Patients,Data Sufficiency,Word Problems,Easy,1:28
411374866,/answers/411374866,Line in coordinate system,Problem Solving,Coordinate Plane,Hard,2:18
411374872,/answers/411374872,Andrew to the Right of Georgia,Data Sufficiency,Probability,Very Hard,1:22
411374878,/answers/411374878,School Ice Chests,Problem Solving,Word Problems,Hard,2:32
411374893,/answers/411374893,Sign from Powers 1,Data Sufficiency,Powers and Roots,Very Hard,1:48
411374908,/answers/411374908,Sally gets zero on a test,Problem Solving,Word Problems,Hard,2:20
411374926,/answers/411374926,Area of right isosceles triangle,Problem Solving,Geometry,Hard,1:34
411374935,/answers/411374935,k to the power of 4,Data Sufficiency,Powers and Roots,Very Hard,1:16
411374951,/answers/411374951,Saw tooth,Problem Solving,Geometry,Hard,1:07
411374956,/answers/411374956,Square and Circle Intersect Four Times,Data Sufficiency,Geometry,Very Hard,1:28
411374975,/answers/411374975,possible value of n,Problem Solving,Integer Properties,Hard,2:29
411374987,/answers/411374987,x over y,Data Sufficiency,Algebra,Very Hard,2:08
411375024,/answers/411375024,Mean is k plus 2,Problem Solving,Statistics,Hard,2:21
411375061,/answers/411375061,Fixed Median and Range,Problem Solving,Statistics,Hard,1:48
411375066,/answers/411375066,Probability from Class Ratio,Data Sufficiency,Probability,Easy,0:24
411375088,/answers/411375088,abcdef,Problem Solving,Integer Properties,Hard,1:12
411375094,/answers/411375094,Exact Percents of Employees,Data Sufficiency,Percents and Ratios,Very Hard,2:54
411375105,/answers/411375105,Summer Reading Lists,Problem Solving,Counting,Hard,1:35
411375117,/answers/411375117,Possibly Parallel Lines,Data Sufficiency,Geometry,Easy,0:36
411375130,/answers/411375130,The big outside square,Problem Solving,,Hard,2:53
411375165,/answers/411375165,Large GCD LCM,Problem Solving,Powers and Roots,Hard,1:24
411375173,/answers/411375173,Quadratic inequality,Data Sufficiency,Algebra,Very Hard,2:11
411375183,/answers/411375183,Ratio for pi,Problem Solving,Geometry,Hard,1:50
411375189,/answers/411375189,Phil's shirts,Data Sufficiency,Percents and Ratios,Easy,0:39
411375194,/answers/411375194,Select matching shoes,Problem Solving,Probability,Hard,1:13
411375206,/answers/411375206,Lots of triangles,Data Sufficiency,Geometry,Very Hard,1:45
411375221,/answers/411375221,3k divisor 15 factorial,Problem Solving,Counting,Hard,1:23
411375236,/answers/411375236,"Radical Equation, Phantom Solution",Data Sufficiency,Powers and Roots,Very Hard,2:04
411375246,/answers/411375246,"Set K, product of fractions",Problem Solving,Arithmetic and Fractions,Hard,2:12
411375266,/answers/411375266,Alcohol Solutions X and Y,Problem Solving,Word Problems,Hard,2:30
411375301,/answers/411375301,Value of a Reciprocal Expression,Data Sufficiency,Algebra,Easy,1:11
411375313,/answers/411375313,Integer coordinates,Problem Solving,Coordinate Plane,Hard,2:55
411375340,/answers/411375340,Value of x – DS,Data Sufficiency,Algebra,Easy,0:46
411375349,/answers/411375349,Algebraic Right Triangle,Problem Solving,Geometry,Hard,3:11
411375358,/answers/411375358,Does x equal y,Data Sufficiency,Powers and Roots,Very Hard,1:35
411375391,/answers/411375391,Rows and columns ***,Problem Solving,Algebra,Hard,3:25
411375403,/answers/411375403,Cupcakes and Pizzas,Problem Solving,Word Problems,Hard,3:16
411375413,/answers/411375413,Quadratic with Fractions,Data Sufficiency,Coordinate Plane,Very Hard,2:39
411375423,/answers/411375423,(0.1666666),Problem Solving,Arithmetic and Fractions,Hard,2:46
411375435,/answers/411375435,xy divisible by 3,Data Sufficiency,Integer Properties,Very Hard,1:58
411375447,/answers/411375447,"Diana invested $61,293",Problem Solving,Percents and Ratios,Hard,2:33
411376361,/answers/411376361,Prime Number Equation,Data Sufficiency,Integer Properties,Very Hard,2:31
411376387,/answers/411376387,k consecutive integers,Problem Solving,Word Problems,Hard,1:40
411376404,/answers/411376404,Municipal Water Tank,Problem Solving,Word Problems,Hard,2:27
411376418,/answers/411376418,Boat and trailer,Data Sufficiency,Word Problems,Easy,0:47
411376431,/answers/411376431,Tagged Birds,Problem Solving,Percents and Ratios,Hard,2:59
411376445,/answers/411376445,3 digit numbers,Problem Solving,Counting,Hard,1:18
411376455,/answers/411376455,Fiction Books Together,Problem Solving,Counting,Hard,1:18
411376476,/answers/411376476,Matching balls,Problem Solving,Probability,Hard,0:52
411376504,/answers/411376504,French and Spanish students,Problem Solving,Word Problems,Easy,1:34
411376526,/answers/411376526,Sue Buys a Lawnmower,Problem Solving,Percents and Ratios,Easy,1:03
411376539,/answers/411376539,Black and white balls,Problem Solving,Probability,Easy,1:16
411376548,/answers/411376548,Making tarts,Problem Solving,Percents and Ratios,Easy,1:30
411376557,/answers/411376557,Fraction within fraction,Problem Solving,Arithmetic and Fractions,Easy,0:58
411376573,/answers/411376573,In Dewey Elementary School,Problem Solving,Percents and Ratios,Easy,1:44
411376590,/answers/411376590,Value of x,Problem Solving,Statistics,Easy,1:39
411376599,/answers/411376599,Possible Consecutive Numbers,Problem Solving,Word Problems,Easy,1:25
411376604,/answers/411376604,Dimitri,Problem Solving,Word Problems,Easy,1:32
411376616,/answers/411376616,Determine the exponent - I,Problem Solving,Powers and Roots,Easy,1:07
411376623,/answers/411376623,"Solve for x - two equations, one a ratio",Problem Solving,Algebra,Easy,1:10
411376639,/answers/411376639,Walking across a bridge,Problem Solving,Word Problems,Easy,1:25
411376648,/answers/411376648,Angles at a Point,Problem Solving,Geometry,Easy,1:15
411376678,/answers/411376678,Equation with Absolute,Problem Solving,Algebra,Easy,1:26
411376688,/answers/411376688,Solve for x - pair of quadratics,Problem Solving,Algebra,Easy,1:24
411376703,/answers/411376703,Complex Radical Expression,Problem Solving,Powers and Roots,Easy,1:13
411376716,/answers/411376716,"Six children A, B",Problem Solving,Counting,Hard,2:10
411376735,/answers/411376735,Number of divisors,Problem Solving,Integer Properties,Hard,1:19
411376749,/answers/411376749,Minimum value,Problem Solving,Statistics,Hard,1:51
411376767,/answers/411376767,Adding K,Problem Solving,Percents and Ratios,Hard,3:30
